Line,Zcham,Distance,1,2,3,4,5,6,7,8,9,10,11,12,13
2,6.5,40%,1.683,1.683,0,0,0,0,0,0,0,0,0,0,0
2,6.5,50%,1.638,1.638,0,0,0,0,0,0,0,0,0,0,0
2,6.5,60%,1.596,1.596,0,0,0,0,0,0,0,0,0,0,0
2,6.5,70%,1.554,1.554,0,0,0,0,0,0,0,0,0,0,0
2,6.5,80%,1.514,1.514,0,0,0,0,0,0,0,0,0,0,0
2,6.5,90%,1.476,1.476,0,0,0,0,0,0,0,0,0,0,0
2,6.5,100%,1.439,1.439,0,0,0,0,0,0,0,0,0,0,0
2,7,0%,1.764,1.764,0,0,0,0,0,0,0,0,0,0,0
2,7,10%,1.72,1.72,0,0,0,0,0,0,0,0,0,0,0
2,7,20%,1.678,1.678,0,0,0,0,0,0,0,0,0,0,0
2,7,30%,1.637,1.637,0,0,0,0,0,0,0,0,0,0,0
2,7,40%,1.596,1.596,0,0,0,0,0,0,0,0,0,0,0
2,7,50%,1.557,1.557,0,0,0,0,0,0,0,0,0,0,0
2,7,60%,1.519,1.519,0,0,0,0,0,0,0,0,0,0,0
2,7,70%,1.483,1.483,0,0,0,0,0,0,0,0,0,0,0
2,7,80%,1.447,1.447,0,0,0,0,0,0,0,0,0,0,0
2,7,90%,1.412,1.412,0,0,0,0,0,0,0,0,0,0,0
2,7,100%,1.379,1.379,0,0,0,0,0,0,0,0,0,0,0
2,7.5,0%,1.664,1.664,0,0,0,0,0,0,0,0,0,0,0
2,7.5,10%,1.627,1.627,0,0,0,0,0,0,0,0,0,0,0
2,7.5,20%,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0
2,7.5,30%,1.553,1.553,0,0,0,0,0,0,0,0,0,0,0
2,7.5,40%,1.518,1.518,0,0,0,0,0,0,0,0,0,0,0
2,7.5,50%,1.483,1.483,0,0,0,0,0,0,0,0,0,0,0
2,7.5,60%,1.449,1.449,0,0,0,0,0,0,0,0,0,0,0
2,7.5,70%,1.416,1.416,0,0,0,0,0,0,0,0,0,0,0
2,7.5,80%,1.384,1.384,0,0,0,0,0,0,0,0,0,0,0
2,7.5,90%,1.353,1.353,0,0,0,0,0,0,0,0,0,0,0
2,7.5,100%,1.332,1.332,0,0,0,0,0,0,0,0,0,0,0
2,8,0%,1.575,1.575,0,0,0,0,0,0,0,0,0,0,0
2,8,10%,1.542,1.542,0,0,0,0,0,0,0,0,0,0,0
2,8,20%,1.509,1.509,0,0,0,0,0,0,0,0,0,0,0
2,8,30%,1.477,1.477,0,0,0,0,0,0,0,0,0,0,0
2,8,40%,1.446,1.446,0,0,0,0,0,0,0,0,0,0,0
2,8,50%,1.415,1.415,0,0,0,0,0,0,0,0,0,0,0
2,8,60%,1.384,1.384,0,0,0,0,0,0,0,0,0,0,0
2,8,70%,1.355,1.355,0,0,0,0,0,0,0,0,0,0,0
2,8,80%,1.326,1.326,0,0,0,0,0,0,0,0,0,0,0
2,8,90%,1.298,1.298,0,0,0,0,0,0,0,0,0,0,0
2,8,100%,1.271,1.271,0,0,0,0,0,0,0,0,0,0,0
2,8.5,0%,1.494,1.494,0,0,0,0,0,0,0,0,0,0,0
2,8.5,10%,1.465,1.465,0,0,0,0,0,0,0,0,0,0,0
2,8.5,20%,1.436,1.436,0,0,0,0,0,0,0,0,0,0,0
2,8.5,30%,1.408,1.408,0,0,0,0,0,0,0,0,0,0,0
2,8.5,40%,1.379,1.379,0,0,0,0,0,0,0,0,0,0,0
2,8.5,50%,1.352,1.352,0,0,0,0,0,0,0,0,0,0,0
2,8.5,60%,1.325,1.325,0,0,0,0,0,0,0,0,0,0,0
2,8.5,70%,1.298,1.298,0,0,0,0,0,0,0,0,0,0,0
2,8.5,80%,1.272,1.272,0,0,0,0,0,0,0,0,0,0,0
2,8.5,90%,1.247,1.247,0,0,0,0,0,0,0,0,0,0,0
2,8.5,100%,1.223,1.223,0,0,0,0,0,0,0,0,0,0,0
2,9,0%,1.421,1.421,0,0,0,0,0,0,0,0,0,0,0
2,9,10%,1.395,1.395,0,0,0,0,0,0,0,0,0,0,0
2,9,20%,1.369,1.369,0,0,0,0,0,0,0,0,0,0,0
2,9,30%,1.344,1.344,0,0,0,0,0,0,0,0,0,0,0
2,9,40%,1.319,1.319,0,0,0,0,0,0,0,0,0,0,0
2,9,50%,1.294,1.294,0,0,0,0,0,0,0,0,0,0,0
2,9,60%,1.27,1.27,0,0,0,0,0,0,0,0,0,0,0
2,9,70%,1.246,1.246,0,0,0,0,0,0,0,0,0,0,0
2,9,80%,1.222,1.222,0,0,0,0,0,0,0,0,0,0,0
2,9,90%,1.199,1.199,0,0,0,0,0,0,0,0,0,0,0
2,9,100%,1.177,1.177,0,0,0,0,0,0,0,0,0,0,0
2,9.5,0%,1.355,1.355,0,0,0,0,0,0,0,0,0,0,0
2,9.5,10%,1.332,1.332,0,0,0,0,0,0,0,0,0,0,0
2,9.5,20%,1.308,1.308,0,0,0,0,0,0,0,0,0,0,0
2,9.5,30%,1.285,1.285,0,0,0,0,0,0,0,0,0,0,0
2,9.5,40%,1.263,1.263,0,0,0,0,0,0,0,0,0,0,0
2,9.5,50%,1.24,1.24,0,0,0,0,0,0,0,0,0,0,0
2,9.5,60%,1.218,1.218,0,0,0,0,0,0,0,0,0,0,0
2,9.5,70%,1.197,1.197,0,0,0,0,0,0,0,0,0,0,0
2,9.5,80%,1.175,1.175,0,0,0,0,0,0,0,0,0,0,0
2,9.5,90%,1.155,1.155,0,0,0,0,0,0,0,0,0,0,0
2,9.5,100%,1.134,1.134,0,0,0,0,0,0,0,0,0,0,0
2,10,0%,1.294,1.294,0,0,0,0,0,0,0,0,0,0,0
2,10,10%,1.273,1.273,0,0,0,0,0,0,0,0,0,0,0
2,10,20%,1.252,1.252,0,0,0,0,0,0,0,0,0,0,0
2,10,30%,1.232,1.232,0,0,0,0,0,0,0,0,0,0,0
2,10,40%,1.211,1.211,0,0,0,0,0,0,0,0,0,0,0
2,10,50%,1.191,1.191,0,0,0,0,0,0,0,0,0,0,0
2,10,60%,1.171,1.171,0,0,0,0,0,0,0,0,0,0,0
2,10,70%,1.151,1.151,0,0,0,0,0,0,0,0,0,0,0
2,10,80%,1.132,1.132,0,0,0,0,0,0,0,0,0,0,0
2,10,90%,1.113,1.113,0,0,0,0,0,0,0,0,0,0,0
2,10,100%,1.094,1.094,0,0,0,0,0,0,0,0,0,0,0
3,0,0%,2.491,2.491,2.491,0,0,0,0,0,0,0,0,0,0
3,0,10%,2.476,2.476,2.476,0,0,0,0,0,0,0,0,0,0
3,0,20%,2.461,2.461,2.461,0,0,0,0,0,0,0,0,0,0
3,0,30%,2.446,2.446,2.446,0,0,0,0,0,0,0,0,0,0
3,0,40%,2.431,2.431,2.431,0,0,0,0,0,0,0,0,0,0
3,0,50%,2.417,2.417,2.417,0,0,0,0,0,0,0,0,0,0
3,0,60%,2.402,2.402,2.402,0,0,0,0,0,0,0,0,0,0
3,0,70%,2.388,2.388,2.388,0,0,0,0,0,0,0,0,0,0
3,0,80%,2.374,2.374,2.374,0,0,0,0,0,0,0,0,0,0
3,0,90%,2.36,2.36,2.36,0,0,0,0,0,0,0,0,0,0
3,0,100%,2.347,2.347,2.347,0,0,0,0,0,0,0,0,0,0
3,0.5,0%,2.421,2.421,2.421,0,0,0,0,0,0,0,0,0,0
3,0.5,10%,2.407,2.407,2.407,0,0,0,0,0,0,0,0,0,0
3,0.5,20%,2.392,2.392,2.392,0,0,0,0,0,0,0,0,0,0
3,0.5,30%,2.378,2.378,2.378,0,0,0,0,0,0,0,0,0,0
3,0.5,40%,2.363,2.363,2.363,0,0,0,0,0,0,0,0,0,0
3,0.5,50%,2.349,2.349,2.349,0,0,0,0,0,0,0,0,0,0
3,0.5,60%,2.335,2.335,2.335,0,0,0,0,0,0,0,0,0,0
3,0.5,70%,2.322,2.322,2.322,0,0,0,0,0,0,0,0,0,0
3,0.5,80%,2.308,2.308,2.308,0,0,0,0,0,0,0,0,0,0
3,0.5,90%,2.295,2.295,2.295,0,0,0,0,0,0,0,0,0,0
3,0.5,100%,2.281,2.281,2.281,0,0,0,0,0,0,0,0,0,0
3,1,0%,2.341,2.341,2.341,0,0,0,0,0,0,0,0,0,0
3,1,10%,2.327,2.327,2.327,0,0,0,0,0,0,0,0,0,0
3,1,20%,2.313,2.313,2.313,0,0,0,0,0,0,0,0,0,0
3,1,30%,2.299,2.299,2.299,0,0,0,0,0,0,0,0,0,0
3,1,40%,2.285,2.285,2.285,0,0,0,0,0,0,0,0,0,0
3,1,50%,2.272,2.272,2.272,0,0,0,0,0,0,0,0,0,0
3,1,60%,2.259,2.259,2.259,0,0,0,0,0,0,0,0,0,0
3,1,70%,2.246,2.246,2.246,0,0,0,0,0,0,0,0,0,0
3,1,80%,2.233,2.233,2.233,0,0,0,0,0,0,0,0,0,0
3,1,90%,2.22,2.22,2.22,0,0,0,0,0,0,0,0,0,0
3,1,100%,2.207,2.207,2.207,0,0,0,0,0,0,0,0,0,0
3,1.5,0%,2.253,2.253,2.253,0,0,0,0,0,0,0,0,0,0
3,1.5,10%,2.24,2.24,2.24,0,0,0,0,0,0,0,0,0,0
3,1.5,20%,2.227,2.227,2.227,0,0,0,0,0,0,0,0,0,0
3,1.5,30%,2.214,2.214,2.214,0,0,0,0,0,0,0,0,0,0
3,1.5,40%,2.201,2.201,2.201,0,0,0,0,0,0,0,0,0,0
3,1.5,50%,2.188,2.188,2.188,0,0,0,0,0,0,0,0,0,0
3,1.5,60%,2.176,2.176,2.176,0,0,0,0,0,0,0,0,0,0
3,1.5,70%,2.164,2.164,2.164,0,0,0,0,0,0,0,0,0,0
3,1.5,80%,2.152,2.152,2.152,0,0,0,0,0,0,0,0,0,0
3,1.5,90%,2.139,2.139,2.139,0,0,0,0,0,0,0,0,0,0
3,1.5,100%,2.128,2.128,2.128,0,0,0,0,0,0,0,0,0,0
3,2,0%,2.161,2.161,2.161,0,0,0,0,0,0,0,0,0,0
3,2,10%,2.149,2.149,2.149,0,0,0,0,0,0,0,0,0,0
3,2,20%,2.137,2.137,2.137,0,0,0,0,0,0,0,0,0,0
3,2,30%,2.125,2.125,2.125,0,0,0,0,0,0,0,0,0,0
3,2,40%,2.113,2.113,2.113,0,0,0,0,0,0,0,0,0,0
3,2,50%,2.101,2.101,2.101,0,0,0,0,0,0,0,0,0,0
3,2,60%,2.09,2.09,2.09,0,0,0,0,0,0,0,0,0,0
3,2,70%,2.078,2.078,2.078,0,0,0,0,0,0,0,0,0,0
3,2,80%,2.067,2.067,2.067,0,0,0,0,0,0,0,0,0,0
3,2,90%,2.056,2.056,2.056,0,0,0,0,0,0,0,0,0,0
3,2,100%,2.045,2.045,2.045,0,0,0,0,0,0,0,0,0,0
3,2.5,0%,2.068,2.068,2.068,0,0,0,0,0,0,0,0,0,0
3,2.5,10%,2.057,2.057,2.057,0,0,0,0,0,0,0,0,0,0
3,2.5,20%,2.046,2.046,2.046,0,0,0,0,0,0,0,0,0,0
3,2.5,30%,2.035,2.035,2.035,0,0,0,0,0,0,0,0,0,0
3,2.5,40%,2.024,2.024,2.024,0,0,0,0,0,0,0,0,0,0
3,2.5,50%,2.014,2.014,2.014,0,0,0,0,0,0,0,0,0,0
3,2.5,60%,2.003,2.003,2.003,0,0,0,0,0,0,0,0,0,0
3,2.5,70%,1.992,1.992,1.992,0,0,0,0,0,0,0,0,0,0
3,2.5,80%,1.982,1.982,1.982,0,0,0,0,0,0,0,0,0,0
3,2.5,90%,1.972,1.972,1.972,0,0,0,0,0,0,0,0,0,0
3,2.5,100%,1.961,1.961,1.961,0,0,0,0,0,0,0,0,0,0
3,3,0%,1.977,1.977,1.977,0,0,0,0,0,0,0,0,0,0
3,3,10%,1.966,1.966,1.966,0,0,0,0,0,0,0,0,0,0
3,3,20%,1.956,1.956,1.956,0,0,0,0,0,0,0,0,0,0
3,3,30%,1.946,1.946,1.946,0,0,0,0,0,0,0,0,0,0
3,3,40%,1.936,1.936,1.936,0,0,0,0,0,0,0,0,0,0
3,3,50%,1.927,1.927,1.927,0,0,0,0,0,0,0,0,0,0
3,3,60%,1.917,1.917,1.917,0,0,0,0,0,0,0,0,0,0
3,3,70%,1.907,1.907,1.907,0,0,0,0,0,0,0,0,0,0
3,3,80%,1.898,1.898,1.898,0,0,0,0,0,0,0,0,0,0
3,3,90%,1.888,1.888,1.888,0,0,0,0,0,0,0,0,0,0
3,3,100%,1.879,1.879,1.879,0,0,0,0,0,0,0,0,0,0
3,3.5,0%,1.888,1.888,1.888,0,0,0,0,0,0,0,0,0,0
3,3.5,10%,1.878,1.878,1.878,0,0,0,0,0,0,0,0,0,0
3,3.5,20%,1.869,1.869,1.869,0,0,0,0,0,0,0,0,0,0
3,3.5,30%,1.86,1.86,1.86,0,0,0,0,0,0,0,0,0,0
3,3.5,40%,1.851,1.851,1.851,0,0,0,0,0,0,0,0,0,0
3,3.5,50%,1.842,1.842,1.842,0,0,0,0,0,0,0,0,0,0
3,3.5,60%,1.833,1.833,1.833,0,0,0,0,0,0,0,0,0,0
3,3.5,70%,1.824,1.824,1.824,0,0,0,0,0,0,0,0,0,0
3,3.5,80%,1.816,1.816,1.816,0,0,0,0,0,0,0,0,0,0
3,3.5,90%,1.807,1.807,1.807,0,0,0,0,0,0,0,0,0,0
3,3.5,100%,1.798,1.798,1.798,0,0,0,0,0,0,0,0,0,0
3,4,0%,1.802,1.802,1.802,0,0,0,0,0,0,0,0,0,0
3,4,10%,1.793,1.793,1.793,0,0,0,0,0,0,0,0,0,0
3,4,20%,1.785,1.785,1.785,0,0,0,0,0,0,0,0,0,0
3,4,30%,1.777,1.777,1.777,0,0,0,0,0,0,0,0,0,0
3,4,40%,1.769,1.769,1.769,0,0,0,0,0,0,0,0,0,0
3,4,50%,1.76,1.76,1.76,0,0,0,0,0,0,0,0,0,0
3,4,60%,1.752,1.752,1.752,0,0,0,0,0,0,0,0,0,0
3,4,70%,1.744,1.744,1.744,0,0,0,0,0,0,0,0,0,0
3,4,80%,1.737,1.737,1.737,0,0,0,0,0,0,0,0,0,0
3,4,90%,1.729,1.729,1.729,0,0,0,0,0,0,0,0,0,0
3,4,100%,1.721,1.721,1.721,0,0,0,0,0,0,0,0,0,0
3,4.5,0%,1.72,2.491,2.491,0,0,0,0,0,0,0,0,0,0
3,4.5,10%,1.713,2.476,2.476,0,0,0,0,0,0,0,0,0,0
3,4.5,20%,1.705,2.461,2.461,0,0,0,0,0,0,0,0,0,0
3,4.5,30%,1.698,2.446,2.446,0,0,0,0,0,0,0,0,0,0
3,4.5,40%,1.69,2.431,2.431,0,0,0,0,0,0,0,0,0,0
3,4.5,50%,1.683,2.417,2.417,0,0,0,0,0,0,0,0,0,0
3,4.5,60%,1.676,2.402,2.402,0,0,0,0,0,0,0,0,0,0
3,4.5,70%,1.668,2.388,2.388,0,0,0,0,0,0,0,0,0,0
3,4.5,80%,1.661,2.374,2.374,0,0,0,0,0,0,0,0,0,0
3,4.5,90%,1.654,2.36,2.36,0,0,0,0,0,0,0,0,0,0
3,4.5,100%,1.647,2.347,2.347,0,0,0,0,0,0,0,0,0,0
3,5,0%,1.643,1.643,1.643,0,0,0,0,0,0,0,0,0,0
3,5,10%,1.636,1.636,1.636,0,0,0,0,0,0,0,0,0,0
3,5,20%,1.63,1.63,1.63,0,0,0,0,0,0,0,0,0,0
3,5,30%,1.623,1.623,1.623,0,0,0,0,0,0,0,0,0,0
3,5,40%,1.616,1.616,1.616,0,0,0,0,0,0,0,0,0,0
3,5,50%,1.609,1.609,1.609,0,0,0,0,0,0,0,0,0,0
3,5,60%,1.603,1.603,1.603,0,0,0,0,0,0,0,0,0,0
3,5,70%,1.596,1.596,1.596,0,0,0,0,0,0,0,0,0,0
3,5,80%,1.59,1.59,1.59,0,0,0,0,0,0,0,0,0,0
3,5,90%,1.583,1.583,1.583,0,0,0,0,0,0,0,0,0,0
3,5,100%,1.577,1.577,1.577,0,0,0,0,0,0,0,0,0,0
3,5.5,0%,1.571,1.571,1.571,0,0,0,0,0,0,0,0,0,0
3,5.5,10%,1.564,1.564,1.564,0,0,0,0,0,0,0,0,0,0
3,5.5,20%,1.558,1.558,1.558,0,0,0,0,0,0,0,0,0,0
3,5.5,30%,1.552,1.552,1.552,0,0,0,0,0,0,0,0,0,0
3,5.5,40%,1.546,1.546,1.546,0,0,0,0,0,0,0,0,0,0
3,5.5,50%,1.54,1.54,1.54,0,0,0,0,0,0,0,0,0,0
3,5.5,60%,1.534,1.534,1.534,0,0,0,0,0,0,0,0,0,0
3,5.5,70%,1.528,1.528,1.528,0,0,0,0,0,0,0,0,0,0
3,5.5,80%,1.522,1.522,1.522,0,0,0,0,0,0,0,0,0,0
3,5.5,90%,1.516,1.516,1.516,0,0,0,0,0,0,0,0,0,0
3,5.5,100%,1.51,1.51,1.51,0,0,0,0,0,0,0,0,0,0
3,6,0%,1.503,1.503,1.503,0,0,0,0,0,0,0,0,0,0
3,6,10%,1.497,1.497,1.497,0,0,0,0,0,0,0,0,0,0
3,6,20%,1.491,1.491,1.491,0,0,0,0,0,0,0,0,0,0
3,6,30%,1.486,1.486,1.486,0,0,0,0,0,0,0,0,0,0
3,6,40%,1.48,1.48,1.48,0,0,0,0,0,0,0,0,0,0
3,6,50%,1.475,1.475,1.475,0,0,0,0,0,0,0,0,0,0
3,6,60%,1.469,1.469,1.469,0,0,0,0,0,0,0,0,0,0
3,6,70%,1.464,1.464,1.464,0,0,0,0,0,0,0,0,0,0
3,6,80%,1.458,1.458,1.458,0,0,0,0,0,0,0,0,0,0
3,6,90%,1.453,1.453,1.453,0,0,0,0,0,0,0,0,0,0
3,6,100%,1.448,1.448,1.448,0,0,0,0,0,0,0,0,0,0
3,6.5,0%,1.439,1.439,1.439,0,0,0,0,0,0,0,0,0,0
3,6.5,10%,1.434,1.434,1.434,0,0,0,0,0,0,0,0,0,0
3,6.5,20%,1.429,1.429,1.429,0,0,0,0,0,0,0,0,0,0
3,6.5,30%,1.424,1.424,1.424,0,0,0,0,0,0,0,0,0,0
3,6.5,40%,1.418,1.418,1.418,0,0,0,0,0,0,0,0,0,0
3,6.5,50%,1.413,1.413,1.413,0,0,0,0,0,0,0,0,0,0
3,6.5,60%,1.408,1.408,1.408,0,0,0,0,0,0,0,0,0,0
3,6.5,70%,1.404,1.404,1.404,0,0,0,0,0,0,0,0,0,0
3,6.5,80%,1.399,1.399,1.399,0,0,0,0,0,0,0,0,0,0
3,6.5,90%,1.394,1.394,1.394,0,0,0,0,0,0,0,0,0,0
3,6.5,100%,1.389,1.389,1.389,0,0,0,0,0,0,0,0,0,0
3,7,0%,1.379,1.379,1.379,0,0,0,0,0,0,0,0,0,0
3,7,10%,1.375,1.375,1.375,0,0,0,0,0,0,0,0,0,0
3,7,20%,1.37,1.37,1.37,0,0,0,0,0,0,0,0,0,0
3,7,30%,1.365,1.365,1.365,0,0,0,0,0,0,0,0,0,0
3,7,40%,1.361,1.361,1.361,0,0,0,0,0,0,0,0,0,0
3,7,50%,1.356,1.356,1.356,0,0,0,0,0,0,0,0,0,0
3,7,60%,"1,352",1352,1352,0,0,0,0,0,0,0,0,0,0
3,7,70%,1.347,1.347,1.347,0,0,0,0,0,0,0,0,0,0
3,7,80%,1.342,1.342,1.342,0,0,0,0,0,0,0,0,0,0
3,7,90%,1.338,1.338,1.338,0,0,0,0,0,0,0,0,0,0
3,7,100%,1.334,1.334,1.334,0,0,0,0,0,0,0,0,0,0
3,7.5,0%,1.323,1.323,1.323,0,0,0,0,0,0,0,0,0,0
3,7.5,10%,1.319,1.319,1.319,0,0,0,0,0,0,0,0,0,0
3,7.5,20%,1.315,1.315,1.315,0,0,0,0,0,0,0,0,0,0
3,7.5,30%,1.311,1.311,1.311,0,0,0,0,0,0,0,0,0,0
3,7.5,40%,1.306,1.306,1.306,0,0,0,0,0,0,0,0,0,0
3,7.5,50%,1.302,1.302,1.302,0,0,0,0,0,0,0,0,0,0
3,7.5,60%,1.298,1.298,1.298,0,0,0,0,0,0,0,0,0,0
3,7.5,70%,1.294,1.294,1.294,0,0,0,0,0,0,0,0,0,0
3,7.5,80%,1.29,1.29,1.29,0,0,0,0,0,0,0,0,0,0
3,7.5,90%,1.286,1.286,1.286,0,0,0,0,0,0,0,0,0,0
3,7.5,100%,1.282,1.282,1.282,0,0,0,0,0,0,0,0,0,0
3,8,0%,1.271,1.271,1.271,0,0,0,0,0,0,0,0,0,0
3,8,10%,1.267,1.267,1.267,0,0,0,0,0,0,0,0,0,0
3,8,20%,1.263,1.263,1.263,0,0,0,0,0,0,0,0,0,0
3,8,30%,1.26,1.26,1.26,0,0,0,0,0,0,0,0,0,0
3,8,40%,1.256,1.256,1.256,0,0,0,0,0,0,0,0,0,0
3,8,50%,1.252,1.252,1.252,0,0,0,0,0,0,0,0,0,0
3,8,60%,1.248,1.248,1.248,0,0,0,0,0,0,0,0,0,0
3,8,70%,1.244,1.244,1.244,0,0,0,0,0,0,0,0,0,0
3,8,80%,1.241,1.241,1.241,0,0,0,0,0,0,0,0,0,0
3,8,90%,1.237,1.237,1.237,0,0,0,0,0,0,0,0,0,0
3,8,100%,1.233,1.233,1.233,0,0,0,0,0,0,0,0,0,0
3,8.5,0%,1.223,1.223,1.223,0,0,0,0,0,0,0,0,0,0
3,8.5,10%,1.219,1.219,1.219,0,0,0,0,0,0,0,0,0,0
3,8.5,20%,1.215,1.215,1.215,0,0,0,0,0,0,0,0,0,0
3,8.5,30%,1.212,1.212,1.212,0,0,0,0,0,0,0,0,0,0
3,8.5,40%,1.208,1.208,1.208,0,0,0,0,0,0,0,0,0,0
3,8.5,50%,1.205,1.205,1.205,0,0,0,0,0,0,0,0,0,0
3,8.5,60%,1.201,1.201,1.201,0,0,0,0,0,0,0,0,0,0
3,8.5,70%,1.198,1.198,1.198,0,0,0,0,0,0,0,0,0,0
3,8.5,80%,1.194,1.194,1.194,0,0,0,0,0,0,0,0,0,0
3,8.5,90%,1.191,1.191,1.191,0,0,0,0,0,0,0,0,0,0
3,8.5,100%,1.187,1.187,1.187,0,0,0,0,0,0,0,0,0,0
3,9,0%,1.177,1.177,1.177,0,0,0,0,0,0,0,0,0,0
3,9,10%,1.174,1.174,1.174,0,0,0,0,0,0,0,0,0,0
3,9,20%,1.171,1.171,1.171,0,0,0,0,0,0,0,0,0,0
3,9,30%,1.167,1.167,1.167,0,0,0,0,0,0,0,0,0,0
3,9,40%,1.164,1.164,1.164,0,0,0,0,0,0,0,0,0,0
3,9,50%,1.161,1.161,1.161,0,0,0,0,0,0,0,0,0,0
3,9,60%,1.157,1.157,1.157,0,0,0,0,0,0,0,0,0,0
3,9,70%,1.154,1.154,1.154,0,0,0,0,0,0,0,0,0,0
3,9,80%,1.151,1.151,1.151,0,0,0,0,0,0,0,0,0,0
3,9,90%,1.148,1.148,1.148,0,0,0,0,0,0,0,0,0,0
3,9,100%,1.145,1.145,1.145,0,0,0,0,0,0,0,0,0,0
3,9.5,0%,1.134,1.134,1.134,0,0,0,0,0,0,0,0,0,0
3,9.5,10%,1.131,1.131,1.131,0,0,0,0,0,0,0,0,0,0
3,9.5,20%,1.128,1.128,1.128,0,0,0,0,0,0,0,0,0,0
3,9.5,30%,1.125,1.125,1.125,0,0,0,0,0,0,0,0,0,0
3,9.5,40%,1.122,1.122,1.122,0,0,0,0,0,0,0,0,0,0
3,9.5,50%,1.119,1.119,1.119,0,0,0,0,0,0,0,0,0,0
3,9.5,60%,1.116,1.116,1.116,0,0,0,0,0,0,0,0,0,0
3,9.5,70%,1.113,1.113,1.113,0,0,0,0,0,0,0,0,0,0
3,9.5,80%,1.11,1.11,1.11,0,0,0,0,0,0,0,0,0,0
3,9.5,90%,1.107,1.107,1.107,0,0,0,0,0,0,0,0,0,0
3,9.5,100%,1.104,1.104,1.104,0,0,0,0,0,0,0,0,0,0
3,10,0%,1.094,1.094,1.094,0,0,0,0,0,0,0,0,0,0
3,10,10%,1.091,1.091,1.091,0,0,0,0,0,0,0,0,0,0
3,10,20%,1.08,1.08,1.08,0,0,0,0,0,0,0,0,0,0
3,10,30%,1.086,1.086,1.086,0,0,0,0,0,0,0,0,0,0
3,10,40%,1.083,1.083,1.083,0,0,0,0,0,0,0,0,0,0
3,10,50%,1.08,1.08,1.08,0,0,0,0,0,0,0,0,0,0
3,10,60%,1.077,1.077,1.077,0,0,0,0,0,0,0,0,0,0
3,10,70%,1.074,1.074,1.074,0,0,0,0,0,0,0,0,0,0
3,10,80%,1.072,1.072,1.072,0,0,0,0,0,0,0,0,0,0
3,10,90%,1.069,1.069,1.069,0,0,0,0,0,0,0,0,0,0
3,10,100%,1.067,1.067,1.067,0,0,0,0,0,0,0,0,0,0
4,0,0%,2.491,2.491,0,2.491,0,0,0,0,0,0,0,0,0
4,0,10%,2.412,2.412,0,2.412,0,0,0,0,0,0,0,0,0
4,0,20%,2.339,2.339,0,2.339,0,0,0,0,0,0,0,0,0
4,0,30%,2.269,2.269,0,2.269,0,0,0,0,0,0,0,0,0
4,0,40%,2.204,2.204,0,2.204,0,0,0,0,0,0,0,0,0
4,0,50%,2.142,2.142,0,2.142,0,0,0,0,0,0,0,0,0
4,0,60%,2.084,2.084,0,2.084,0,0,0,0,0,0,0,0,0
4,0,70%,2.029,2.029,0,2.029,0,0,0,0,0,0,0,0,0
4,0,80%,1.976,1.976,0,1.976,0,0,0,0,0,0,0,0,0
4,0,90%,1.926,1.926,0,1.926,0,0,0,0,0,0,0,0,0
4,0,100%,1.879,1.879,0,1.879,0,0,0,0,0,0,0,0,0
4,0.5,0%,2.421,2.421,0,2.421,0,0,0,0,0,0,0,0,0
4,0.5,10%,2.347,2.347,0,2.347,0,0,0,0,0,0,0,0,0
4,0.5,20%,2.277,2.277,0,2.277,0,0,0,0,0,0,0,0,0
4,0.5,30%,2.211,2.211,0,2.211,0,0,0,0,0,0,0,0,0
4,0.5,40%,2.148,2.148,0,2.148,0,0,0,0,0,0,0,0,0
4,0.5,50%,2.089,2.089,0,2.089,0,0,0,0,0,0,0,0,0
4,0.5,60%,2.034,2.034,0,2.034,0,0,0,0,0,0,0,0,0
4,0.5,70%,1.981,1.981,0,1.981,0,0,0,0,0,0,0,0,0
4,0.5,80%,1.931,1.931,0,1.931,0,0,0,0,0,0,0,0,0
4,0.5,90%,1.883,1.883,0,1.883,0,0,0,0,0,0,0,0,0
4,0.5,100%,1.838,1.838,0,1.838,0,0,0,0,0,0,0,0,0
4,1,0%,2.341,2.341,0,2.341,0,0,0,0,0,0,0,0,0
4,1,10%,2.271,2.271,0,2.271,0,0,0,0,0,0,0,0,0
4,1,20%,2.205,2.205,0,2.205,0,0,0,0,0,0,0,0,0
4,1,30%,2.144,2.144,0,2.144,0,0,0,0,0,0,0,0,0
4,1,40%,2.085,2.085,0,2.085,0,0,0,0,0,0,0,0,0
4,1,50%,2.03,2.03,0,2.03,0,0,0,0,0,0,0,0,0
4,1,60%,1.977,1.977,0,1.977,0,0,0,0,0,0,0,0,0
4,1,70%,1.927,1.927,0,1.927,0,0,0,0,0,0,0,0,0
4,1,80%,1.88,1.88,0,1.88,0,0,0,0,0,0,0,0,0
4,1,90%,1.834,1.834,0,1.834,0,0,0,0,0,0,0,0,0
4,1,100%,1.791,1.791,0,1.791,0,0,0,0,0,0,0,0,0
4,1.5,0%,2.253,2.253,0,2.253,0,0,0,0,0,0,0,0,0
4,1.5,10%,2.189,2.189,0,2.189,0,0,0,0,0,0,0,0,0
4,1.5,20%,2.128,2.128,0,2.128,0,0,0,0,0,0,0,0,0
4,1.5,30%,2.071,2.071,0,2.071,0,0,0,0,0,0,0,0,0
4,1.5,40%,2.016,2.016,0,2.016,0,0,0,0,0,0,0,0,0
