Line,Zcham,Distance,1,2,3,4,5,6,7,8,9,10,11,12,13
1,4.5,50%,2.705,0,0,0,0,0,0,0,0,0,0,0,0
1,4.5,60%,2.695,0,0,0,0,0,0,0,0,0,0,0,0
1,4.5,70%,2.614,0,0,0,0,0,0,0,0,0,0,0,0
1,4.5,80%,2.569,0,0,0,0,0,0,0,0,0,0,0,0
1,4.5,90%,2.526,0,0,0,0,0,0,0,0,0,0,0,0
1,4.5,100%,2.483,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0%,2.678,0,0,0,0,0,0,0,0,0,0,0,0
1,5,10%,2.638,0,0,0,0,0,0,0,0,0,0,0,0
1,5,20%,2.599,0,0,0,0,0,0,0,0,0,0,0,0
1,5,30%,2.56,0,0,0,0,0,0,0,0,0,0,0,0
1,5,40%,2.521,0,0,0,0,0,0,0,0,0,0,0,0
1,5,50%,2.483,0,0,0,0,0,0,0,0,0,0,0,0
1,5,60%,2.466,0,0,0,0,0,0,0,0,0,0,0,0
1,5,70%,2.408,0,0,0,0,0,0,0,0,0,0,0,0
1,5,80%,2.372,0,0,0,0,0,0,0,0,0,0,0,0
1,5,90%,2.336,0,0,0,0,0,0,0,0,0,0,0,0
1,5,100%,2.301,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,0%,2.452,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,10%,2.42,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,20%,2.388,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,30%,2.356,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,40%,2.324,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,50%,2.293,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,60%,2.261,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,70%,2.231,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,80%,2.2,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,90%,2.17,0,0,0,0,0,0,0,0,0,0,0,0
1,5.5,100%,2.141,0,0,0,0,0,0,0,0,0,0,0,0
1,6,0%,2.26,0,0,0,0,0,0,0,0,0,0,0,0
1,6,10%,2.233,0,0,0,0,0,0,0,0,0,0,0,0
1,6,20%,2.207,0,0,0,0,0,0,0,0,0,0,0,0
1,6,30%,2.18,0,0,0,0,0,0,0,0,0,0,0,0
1,6,40%,2.154,0,0,0,0,0,0,0,0,0,0,0,0
1,6,50%,2.128,0,0,0,0,0,0,0,0,0,0,0,0
1,6,60%,2.101,0,0,0,0,0,0,0,0,0,0,0,0
1,6,70%,2.076,0,0,0,0,0,0,0,0,0,0,0,0
1,6,80%,2.05,0,0,0,0,0,0,0,0,0,0,0,0
1,6,90%,"2,025",0,0,0,0,0,0,0,0,0,0,0,0
1,6,100%,2,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,0%,2.095,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,10%,2.073,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,20%,2.05,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,30%,2.028,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,40%,2.006,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,50%,1.984,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,60%,1.962,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,70%,1.94,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,80%,1.918,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,90%,1.896,0,0,0,0,0,0,0,0,0,0,0,0
1,6.5,100%,1.875,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0%,1.952,0,0,0,0,0,0,0,0,0,0,0,0
1,7,10%,1.933,0,0,0,0,0,0,0,0,0,0,0,0
1,7,20%,1.914,0,0,0,0,0,0,0,0,0,0,0,0
1,7,30%,1.895,0,0,0,0,0,0,0,0,0,0,0,0
1,7,40%,1.876,0,0,0,0,0,0,0,0,0,0,0,0
1,7,50%,1.857,0,0,0,0,0,0,0,0,0,0,0,0
1,7,60%,1.838,0,0,0,0,0,0,0,0,0,0,0,0
1,7,70%,1.82,0,0,0,0,0,0,0,0,0,0,0,0
1,7,80%,1.803,0,0,0,0,0,0,0,0,0,0,0,0
1,7,90%,1.782,0,0,0,0,0,0,0,0,0,0,0,0
1,7,100%,1.764,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,0%,1.827,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,10%,1.811,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,20%,1.795,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,30%,1.778,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,40%,1.762,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,50%,1.745,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,60%,1.729,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,70%,1.713,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,80%,1.697,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,90%,1.68,0,0,0,0,0,0,0,0,0,0,0,0
1,7.5,100%,1.664,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0%,1.717,0,0,0,0,0,0,0,0,0,0,0,0
1,8,10%,1.703,0,0,0,0,0,0,0,0,0,0,0,0
1,8,20%,1.689,0,0,0,0,0,0,0,0,0,0,0,0
1,8,30%,1.674,0,0,0,0,0,0,0,0,0,0,0,0
1,8,40%,1.66,0,0,0,0,0,0,0,0,0,0,0,0
1,8,50%,1.646,0,0,0,0,0,0,0,0,0,0,0,0
1,8,60%,1.632,0,0,0,0,0,0,0,0,0,0,0,0
1,8,70%,1.617,0,0,0,0,0,0,0,0,0,0,0,0
1,8,80%,1.603,0,0,0,0,0,0,0,0,0,0,0,0
1,8,90%,1.589,0,0,0,0,0,0,0,0,0,0,0,0
1,8,100%,1.575,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,0%,1.619,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,10%,1.607,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,20%,1.594,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,30%,1.582,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,40%,1.569,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,50%,1.557,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,60%,1.544,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,70%,1.532,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,80%,1.519,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,90%,1.507,0,0,0,0,0,0,0,0,0,0,0,0
1,8.5,100%,1.494,0,0,0,0,0,0,0,0,0,0,0,0
1,9,0%,1.532,0,0,0,0,0,0,0,0,0,0,0,0
1,9,10%,1.521,0,0,0,0,0,0,0,0,0,0,0,0
1,9,20%,1.51,0,0,0,0,0,0,0,0,0,0,0,0
1,9,30%,1.499,0,0,0,0,0,0,0,0,0,0,0,0
1,9,40%,1.488,0,0,0,0,0,0,0,0,0,0,0,0
1,9,50%,1.477,0,0,0,0,0,0,0,0,0,0,0,0
1,9,60%,1.466,0,0,0,0,0,0,0,0,0,0,0,0
1,9,70%,1.454,0,0,0,0,0,0,0,0,0,0,0,0
1,9,80%,1.443,0,0,0,0,0,0,0,0,0,0,0,0
1,9,90%,1.432,0,0,0,0,0,0,0,0,0,0,0,0
1,9,100%,1.421,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,0%,1.453,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,10%,1.443,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,20%,1.434,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,30%,1.424,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,40%,1.414,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,50%,1.404,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,60%,1.394,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,70%,1.384,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,80%,1.375,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,90%,1.365,0,0,0,0,0,0,0,0,0,0,0,0
1,9.5,100%,1.335,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0%,1.382,0,0,0,0,0,0,0,0,0,0,0,0
1,10,10%,1.373,0,0,0,0,0,0,0,0,0,0,0,0
1,10,20%,1.365,0,0,0,0,0,0,0,0,0,0,0,0
1,10,30%,1.356,0,0,0,0,0,0,0,0,0,0,0,0
1,10,40%,1.347,0,0,0,0,0,0,0,0,0,0,0,0
1,10,50%,1.338,0,0,0,0,0,0,0,0,0,0,0,0
1,10,60%,1.329,0,0,0,0,0,0,0,0,0,0,0,0
1,10,70%,1.321,0,0,0,0,0,0,0,0,0,0,0,0
1,10,80%,1.312,0,0,0,0,0,0,0,0,0,0,0,0
1,10,90%,1.303,0,0,0,0,0,0,0,0,0,0,0,0
1,10,100%,1.294,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0%,5.209,5.209,0,0,0,0,0,0,0,0,0,0,0
2,0,10%,4.701,4.701,0,0,0,0,0,0,0,0,0,0,0
2,0,20%,4.282,4.282,0,0,0,0,0,0,0,0,0,0,0
2,0,30%,3.93,3.93,0,0,0,0,0,0,0,0,0,0,0
2,0,40%,3.632,3.632,0,0,0,0,0,0,0,0,0,0,0
2,0,50%,3.375,3.375,0,0,0,0,0,0,0,0,0,0,0
2,0,60%,3.151,3.151,0,0,0,0,0,0,0,0,0,0,0
2,0,70%,2.956,2.956,0,0,0,0,0,0,0,0,0,0,0
2,0,80%,2.783,2.783,0,0,0,0,0,0,0,0,0,0,0
2,0,90%,2.629,2.629,0,0,0,0,0,0,0,0,0,0,0
2,0,100%,2.491,2.491,0,0,0,0,0,0,0,0,0,0,0
2,0.5,0%,4.967,4.967,0,0,0,0,0,0,0,0,0,0,0
2,0.5,10%,4.495,4.495,0,0,0,0,0,0,0,0,0,0,0
2,0.5,20%,4.104,4.104,0,0,0,0,0,0,0,0,0,0,0
2,0.5,30%,3.776,3.776,0,0,0,0,0,0,0,0,0,0,0
2,0.5,40%,3.479,3.479,0,0,0,0,0,0,0,0,0,0,0
2,0.5,50%,3.256,3.256,0,0,0,0,0,0,0,0,0,0,0
2,0.5,60%,3.046,3.046,0,0,0,0,0,0,0,0,0,0,0
2,0.5,70%,2.861,2.861,0,0,0,0,0,0,0,0,0,0,0
2,0.5,80%,2.698,2.698,0,0,0,0,0,0,0,0,0,0,0
2,0.5,90%,2.552,2.552,0,0,0,0,0,0,0,0,0,0,0
2,0.5,100%,2.421,2.421,0,0,0,0,0,0,0,0,0,0,0
2,1,0%,4.624,4.624,0,0,0,0,0,0,0,0,0,0,0
2,1,10%,4.214,4.214,0,0,0,0,0,0,0,0,0,0,0
2,1,20%,3.871,3.871,0,0,0,0,0,0,0,0,0,0,0
2,1,30%,3.579,3.579,0,0,0,0,0,0,0,0,0,0,0
2,1,40%,3.328,3.328,0,0,0,0,0,0,0,0,0,0,0
2,1,50%,3.109,3.109,0,0,0,0,0,0,0,0,0,0,0
2,1,60%,2.918,2.918,0,0,0,0,0,0,0,0,0,0,0
2,1,70%,2.748,2.748,0,0,0,0,0,0,0,0,0,0,0
2,1,80%,2.598,2.598,0,0,0,0,0,0,0,0,0,0,0
2,1,90%,2.463,2.463,0,0,0,0,0,0,0,0,0,0,0
2,1,100%,2.341,2.341,0,0,0,0,0,0,0,0,0,0,0
2,1.5,0%,4.242,4.242,0,0,0,0,0,0,0,0,0,0,0
2,1.5,10%,3.902,3.902,0,0,0,0,0,0,0,0,0,0,0
2,1.5,20%,3.611,3.611,0,0,0,0,0,0,0,0,0,0,0
2,1.5,30%,3.36,3.36,0,0,0,0,0,0,0,0,0,0,0
2,1.5,40%,3.14,3.14,0,0,0,0,0,0,0,0,0,0,0
2,1.5,50%,2.948,2.948,0,0,0,0,0,0,0,0,0,0,0
2,1.5,60%,2.777,2.777,0,0,0,0,0,0,0,0,0,0,0
2,1.5,70%,2.625,2.625,0,0,0,0,0,0,0,0,0,0,0
2,1.5,80%,2.488,2.488,0,0,0,0,0,0,0,0,0,0,0
2,1.5,90%,2.365,2.365,0,0,0,0,0,0,0,0,0,0,0
2,1.5,100%,2.253,2.253,0,0,0,0,0,0,0,0,0,0,0
2,2,0%,3.865,3.865,0,0,0,0,0,0,0,0,0,0,0
2,2,10%,3.589,3.589,0,0,0,0,0,0,0,0,0,0,0
2,2,20%,3.348,3.348,0,0,0,0,0,0,0,0,0,0,0
2,2,30%,3.136,3.136,0,0,0,0,0,0,0,0,0,0,0
2,2,40%,2.948,2.948,0,0,0,0,0,0,0,0,0,0,0
2,2,50%,2.781,2.781,0,0,0,0,0,0,0,0,0,0,0
2,2,60%,2.631,2.631,0,0,0,0,0,0,0,0,0,0,0
2,2,70%,2.496,2.496,0,0,0,0,0,0,0,0,0,0,0
2,2,80%,2.374,2.374,0,0,0,0,0,0,0,0,0,0,0
2,2,90%,2.263,2.263,0,0,0,0,0,0,0,0,0,0,0
2,2,100%,2.161,2.161,0,0,0,0,0,0,0,0,0,0,0
2,2.5,0%,3.517,3.517,0,0,0,0,0,0,0,0,0,0,0
2,2.5,10%,3.259,3.259,0,0,0,0,0,0,0,0,0,0,0
2,2.5,20%,3.097,3.097,0,0,0,0,0,0,0,0,0,0,0
2,2.5,30%,2.92,2.92,0,0,0,0,0,0,0,0,0,0,0
2,2.5,40%,2.76,2.76,0,0,0,0,0,0,0,0,0,0,0
2,2.5,50%,2.616,2.616,0,0,0,0,0,0,0,0,0,0,0
2,2.5,60%,2.486,2.486,0,0,0,0,0,0,0,0,0,0,0
2,2.5,70%,2.367,2.367,0,0,0,0,0,0,0,0,0,0,0
2,2.5,80%,2.259,2.259,0,0,0,0,0,0,0,0,0,0,0
2,2.5,90%,2.16,2.16,0,0,0,0,0,0,0,0,0,0,0
2,2.5,100%,2.068,2.068,0,0,0,0,0,0,0,0,0,0,0
2,3,0%,3.205,3.205,0,0,0,0,0,0,0,0,0,0,0
2,3,10%,3.027,3.027,0,0,0,0,0,0,0,0,0,0,0
2,3,20%,2.864,2.864,0,0,0,0,0,0,0,0,0,0,0
2,3,30%,2.717,2.717,0,0,0,0,0,0,0,0,0,0,0
2,3,40%,2.582,2.582,0,0,0,0,0,0,0,0,0,0,0
2,3,50%,2.459,2.459,0,0,0,0,0,0,0,0,0,0,0
2,3,60%,2.346,2.346,0,0,0,0,0,0,0,0,0,0,0
2,3,70%,2.242,2.242,0,0,0,0,0,0,0,0,0,0,0
2,3,80%,2.147,2.147,0,0,0,0,0,0,0,0,0,0,0
2,3,90%,2.058,2.058,0,0,0,0,0,0,0,0,0,0,0
2,3,100%,1.977,1.977,0,0,0,0,0,0,0,0,0,0,0
2,3.5,0%,2.931,2.931,0,0,0,0,0,0,0,0,0,0,0
2,3.5,10%,2.768,2.768,0,0,0,0,0,0,0,0,0,0,0
2,3.5,20%,2.653,2.653,0,0,0,0,0,0,0,0,0,0,0
2,3.5,30%,2.53,2.53,0,0,0,0,0,0,0,0,0,0,0
2,3.5,40%,2.416,2.416,0,0,0,0,0,0,0,0,0,0,0
2,3.5,50%,2.31,2.31,0,0,0,0,0,0,0,0,0,0,0
2,3.5,60%,2.213,2.213,0,0,0,0,0,0,0,0,0,0,0
2,3.5,70%,2.122,2.122,0,0,0,0,0,0,0,0,0,0,0
2,3.5,80%,2.038,2.038,0,0,0,0,0,0,0,0,0,0,0
2,3.5,90%,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0
2,3.5,100%,1.888,1.888,0,0,0,0,0,0,0,0,0,0,0
2,4,0%,2.692,2.692,0,0,0,0,0,0,0,0,0,0,0
2,4,10%,2.574,2.574,0,0,0,0,0,0,0,0,0,0,0
2,4,20%,2.463,2.463,0,0,0,0,0,0,0,0,0,0,0
2,4,30%,2.36,2.36,0,0,0,0,0,0,0,0,0,0,0
2,4,40%,2.263,2.263,0,0,0,0,0,0,0,0,0,0,0
2,4,50%,2.173,2.173,0,0,0,0,0,0,0,0,0,0,0
2,4,60%,2.089,2.089,0,0,0,0,0,0,0,0,0,0,0
2,4,70%,2.01,2.01,0,0,0,0,0,0,0,0,0,0,0
2,4,80%,1.936,1.936,0,0,0,0,0,0,0,0,0,0,0
2,4,90%,1.867,1.867,0,0,0,0,0,0,0,0,0,0,0
2,4,100%,1.802,1.802,0,0,0,0,0,0,0,0,0,0,0
2,4.5,0%,2.483,2.483,0,0,0,0,0,0,0,0,0,0,0
2,4.5,10%,2.386,2.386,0,0,0,0,0,0,0,0,0,0,0
2,4.5,20%,2.293,2.293,0,0,0,0,0,0,0,0,0,0,0
2,4.5,30%,2.206,2.206,0,0,0,0,0,0,0,0,0,0,0
2,4.5,40%,2.124,2.124,0,0,0,0,0,0,0,0,0,0,0
2,4.5,50%,2.046,2.046,0,0,0,0,0,0,0,0,0,0,0
2,4.5,60%,1.973,1.973,0,0,0,0,0,0,0,0,0,0,0
2,4.5,70%,1.904,1.904,0,0,0,0,0,0,0,0,0,0,0
2,4.5,80%,1.839,1.839,0,0,0,0,0,0,0,0,0,0,0
2,4.5,90%,1.778,1.778,0,0,0,0,0,0,0,0,0,0,0
2,4.5,100%,1.72,1.72,0,0,0,0,0,0,0,0,0,0,0
2,5,0%,2.301,2.301,0,0,0,0,0,0,0,0,0,0,0
2,5,10%,2.219,2.219,0,0,0,0,0,0,0,0,0,0,0
2,5,20%,2.142,2.142,0,0,0,0,0,0,0,0,0,0,0
2,5,30%,2.068,2.068,0,0,0,0,0,0,0,0,0,0,0
2,5,40%,1.997,1.997,0,0,0,0,0,0,0,0,0,0,0
2,5,50%,1.93,1.93,0,0,0,0,0,0,0,0,0,0,0
2,5,60%,1.867,1.867,0,0,0,0,0,0,0,0,0,0,0
2,5,70%,1.806,1.806,0,0,0,0,0,0,0,0,0,0,0
2,5,80%,1.749,1.749,0,0,0,0,0,0,0,0,0,0,0
2,5,90%,1.695,1.695,0,0,0,0,0,0,0,0,0,0,0
2,5,100%,1.643,1.643,0,0,0,0,0,0,0,0,0,0,0
2,5.5,0%,2.141,2.141,0,0,0,0,0,0,0,0,0,0,0
2,5.5,10%,2.072,2.072,0,0,0,0,0,0,0,0,0,0,0
2,5.5,20%,2.006,2.006,0,0,0,0,0,0,0,0,0,0,0
2,5.5,30%,1.943,1.943,0,0,0,0,0,0,0,0,0,0,0
2,5.5,40%,1.882,1.882,0,0,0,0,0,0,0,0,0,0,0
2,5.5,50%,1.824,1.824,0,0,0,0,0,0,0,0,0,0,0
2,5.5,60%,1.769,1.769,0,0,0,0,0,0,0,0,0,0,0
2,5.5,70%,1.716,1.716,0,0,0,0,0,0,0,0,0,0,0
2,5.5,80%,1.665,1.665,0,0,0,0,0,0,0,0,0,0,0
2,5.5,90%,1.617,1.617,0,0,0,0,0,0,0,0,0,0,0
2,5.5,100%,1.571,1.571,0,0,0,0,0,0,0,0,0,0,0
2,6,0%,2,2,0,0,0,0,0,0,0,0,0,0,0
2,6,10%,1.941,1.941,0,0,0,0,0,0,0,0,0,0,0
2,6,20%,1.885,1.885,0,0,0,0,0,0,0,0,0,0,0
2,6,30%,1.83,1.83,0,0,0,0,0,0,0,0,0,0,0
2,6,40%,1.778,1.778,0,0,0,0,0,0,0,0,0,0,0
2,6,50%,1.727,1.727,0,0,0,0,0,0,0,0,0,0,0
2,6,60%,1.678,1.678,0,0,0,0,0,0,0,0,0,0,0
2,6,70%,1.632,1.632,0,0,0,0,0,0,0,0,0,0,0
2,6,80%,1.587,1.587,0,0,0,0,0,0,0,0,0,0,0
2,6,90%,1.544,1.544,0,0,0,0,0,0,0,0,0,0,0
2,6,100%,1.503,1.503,0,0,0,0,0,0,0,0,0,0,0
2,6.5,0%,1.875,1.875,0,0,0,0,0,0,0,0,0,0,0
2,6.5,10%,1.825,1.825,0,0,0,0,0,0,0,0,0,0,0
2,6.5,20%,1.776,1.776,0,0,0,0,0,0,0,0,0,0,0
2,6.5,30%,1.729,1.729,0,0,0,0,0,0,0,0,0,0,0
